period,pr_group,ref_pattern,reviewer,test_location,url
January,irrelevant,irrelevant,Reviewer1,,https://github.com/telstra/open-kilda/pull/2143
January,irrelevant,irrelevant,Reviewer1,,https://github.com/apache/camel/pull/690
January,irrelevant,irrelevant,Reviewer1,,https://github.com/HubSpot/Singularity/pull/682
January,irrelevant,irrelevant,Reviewer1,,https://github.com/obiba/mica2/pull/241
January,irrelevant,irrelevant,Reviewer1,,https://github.com/stripe/stripe-java/pull/934
January,irrelevant,irrelevant,Reviewer1,,https://github.com/Alluxio/alluxio/pull/5091
January,irrelevant,irrelevant,Reviewer1,,https://github.com/zeromq/jzmq/pull/388
January,irrelevant,irrelevant,Reviewer1,,https://github.com/qos-ch/logback/pull/274
January,irrelevant,irrelevant,Reviewer1,,https://github.com/geoserver/geoserver/pull/3285
January,irrelevant,irrelevant,Reviewer1,,https://github.com/square/okhttp/pull/2040
January,irrelevant,irrelevant,Reviewer1,,https://github.com/ConsenSys/tessera/pull/327
January,irrelevant,irrelevant,Reviewer1,,https://github.com/zsmartsystems/com.zsmartsystems.zigbee/pull/820
January,irrelevant,irrelevant,Reviewer1,,https://github.com/Adobe-Consulting-Services/acs-aem-commons/pull/227
January,irrelevant,irrelevant,Reviewer1,,https://github.com/Cognifide/AEM-Rules-for-SonarQube/pull/39
January,irrelevant,irrelevant,Reviewer1,,https://github.com/JakeWharton/butterknife/pull/237
January,irrelevant,irrelevant,Reviewer1,,https://github.com/pentaho/pentaho-kettle/pull/865
January,irrelevant,irrelevant,Reviewer1,,https://github.com/SonarSource/sonar-java/pull/2164
January,irrelevant,irrelevant,Reviewer1,,https://github.com/apache/zeppelin/pull/3771
January,irrelevant,irrelevant,Reviewer1,,https://github.com/FortnoxAB/reactive-wizard/pull/58
January,irrelevant,irrelevant,Reviewer1,,https://github.com/JakeWharton/butterknife/pull/215
January,irrelevant,irrelevant,Reviewer1,,https://github.com/GoogleCloudPlatform/google-cloud-eclipse/pull/2533
January,irrelevant,irrelevant,Reviewer1,,https://github.com/SonarSource/sonar-java/pull/750
January,irrelevant,irrelevant,Reviewer1,,https://github.com/ExpediaDotCom/adaptive-alerting/pull/481
January,irrelevant,irrelevant,Reviewer1,,https://github.com/eclipse-archived/smarthome/pull/6413
January,irrelevant,irrelevant,Reviewer1,,https://github.com/microsoft/spring-cloud-azure/pull/60
January,irrelevant,irrelevant,Reviewer1,,https://github.com/census-instrumentation/opencensus-java/pull/1413
January,irrelevant,irrelevant,Reviewer1,,https://github.com/pentaho/pentaho-data-refinery/pull/38
January,irrelevant,irrelevant,Reviewer1,,https://github.com/traccar/traccar/pull/935
January,irrelevant,irrelevant,Reviewer1,,https://github.com/ExpediaDotCom/adaptive-alerting/pull/764
January,irrelevant,irrelevant,Reviewer1,,https://github.com/apache/druid/pull/5600
January,irrelevant,irrelevant,Reviewer1,,https://github.com/apache/beam/pull/1941
January,incl_ref_for_test,add_constructor_param,Reviewer1,https://github.com/k9mail/k-9/pull/4856/files#diff-97acc66b57cd50ae9242e82c59cd1c1fe25bee2dd31c845e9df1464cd516ac54R142,https://github.com/k9mail/k-9/pull/4856
January,irrelevant,irrelevant,Reviewer1,,https://github.com/apache/bookkeeper/pull/1393
January,irrelevant,irrelevant,Reviewer1,,https://github.com/Adobe-Consulting-Services/acs-aem-commons/pull/163
January,irrelevant,irrelevant,Reviewer1,,https://github.com/dropwizard/dropwizard/pull/2522
January,irrelevant,irrelevant,Reviewer1,,https://github.com/square/wire/pull/187
January,irrelevant,irrelevant,Reviewer1,,https://github.com/dropwizard/dropwizard/pull/1023
January,irrelevant,irrelevant,Reviewer1,,https://github.com/pentaho/pentaho-kettle/pull/1139
January,irrelevant,irrelevant,Reviewer1,,https://github.com/junkdog/artemis-odb/pull/335
January,irrelevant,irrelevant,Reviewer1,,https://github.com/apache/zeppelin/pull/2891
January,irrelevant,irrelevant,Reviewer1,,https://github.com/eclipse/eclipse-collections/pull/764
January,incl_ref_for_test,override_system_time,Reviewer1,https://github.com/firebase/firebase-android-sdk/pull/1333/files#diff-329ea845fe9ddff6aa413e47e733c53cba6df39b0905223ee9890badf53a4e5fR154,https://github.com/firebase/firebase-android-sdk/pull/1333
January,irrelevant,irrelevant,Reviewer1,,https://github.com/hazelcast/hazelcast-simulator/pull/1625
January,irrelevant,irrelevant,Reviewer1,,https://github.com/reaktivity/nukleus-http.java/pull/92
January,irrelevant,irrelevant,Reviewer1,,https://github.com/apache/zookeeper/pull/474
January,irrelevant,irrelevant,Reviewer1,,https://github.com/Sage-Bionetworks/Synapse-Repository-Services/pull/2442
January,irrelevant,irrelevant,Reviewer1,,https://github.com/apache/zeppelin/pull/492
January,irrelevant,irrelevant,Reviewer1,,https://github.com/Netflix/Hystrix/pull/1363
January,irrelevant,irrelevant,Reviewer1,,https://github.com/apache/zeppelin/pull/1005
January,irrelevant,irrelevant,Reviewer1,,https://github.com/flightstats/hub/pull/1023
January,irrelevant,irrelevant,Reviewer1,,https://github.com/hazelcast/hazelcast/pull/5114
January,irrelevant,irrelevant,Reviewer1,https://github.com/twilio/twilio-java/pull/502/files#diff-c60706ec7e475997e3261d26c77ac98aa9d4fa3383dd6db2281c285fb679f941R82,https://github.com/twilio/twilio-java/pull/502
January,irrelevant,irrelevant,Reviewer1,,https://github.com/dropwizard/dropwizard/pull/3120
January,incl_ref_for_test,extract_method_for_invocation,Reviewer1,https://github.com/apache/kafka/pull/2123/files#diff-a09470809fb4f40f51a0be2c67fb9d888277097532d4a269a38b7305c3ef289fR159,https://github.com/apache/kafka/pull/2123
January,irrelevant,irrelevant,Reviewer1,,https://github.com/kiegroup/appformer/pull/639
January,incl_ref_for_test,extract_method_for_override,Reviewer1,https://github.com/jchambers/pushy/pull/39/files#diff-d8d4d0360449e723dcea0539c99f4a9204ce7580708232190f21a5bfcfa3ffadR197,https://github.com/jchambers/pushy/pull/39
January,irrelevant,irrelevant,Reviewer1,,https://github.com/micrometer-metrics/micrometer/pull/593
January,irrelevant,irrelevant,Reviewer1,,https://github.com/grpc/grpc-java/pull/5723
January,irrelevant,irrelevant,Reviewer1,,https://github.com/datastax/java-driver/pull/850
January,irrelevant,irrelevant,Reviewer1,,https://github.com/grpc/grpc-java/pull/5364
January,irrelevant,irrelevant,Reviewer1,,https://github.com/alibaba/Sentinel/pull/1335
January,incl_ref_for_test,extract_method_for_invocation,Reviewer1,https://github.com/k9mail/k-9/pull/2203/files#diff-b8ac0fb1b435ffad47ce8daa8e43ed5ad05059a2fce0aae807d5043cbb7b8718R140,https://github.com/k9mail/k-9/pull/2203
January,irrelevant,irrelevant,Reviewer1,,https://github.com/confluentinc/common/pull/241
January,incl_ref_for_test,extract_method_for_invocation,Reviewer1,https://github.com/eclipse/rdf4j/pull/2210,https://github.com/eclipse/rdf4j/pull/2210
January,irrelevant,irrelevant,Reviewer1,,https://github.com/grpc/grpc-java/pull/4150
January,irrelevant,irrelevant,Reviewer1,,https://github.com/reactor/reactor-core/pull/1148
January,irrelevant,irrelevant,Reviewer1,,https://github.com/alibaba/Sentinel/pull/205
January,irrelevant,irrelevant,Reviewer1,,https://github.com/Netflix/hollow/pull/380
January,irrelevant,irrelevant,Reviewer1,,https://github.com/census-instrumentation/opencensus-java/pull/729
January,irrelevant,irrelevant,Reviewer1,,https://github.com/Alluxio/alluxio/pull/6776
January,irrelevant,irrelevant,Reviewer1,,https://github.com/hector-client/hector/pull/468
January,irrelevant,irrelevant,Reviewer1,,https://github.com/traccar/traccar/pull/4367
January,irrelevant,irrelevant,Reviewer1,,https://github.com/samtools/htsjdk/pull/1056
January,irrelevant,irrelevant,Reviewer1,,https://github.com/jchambers/pushy/pull/3
January,incl_ref_for_test,widen_access_for_invocation,Reviewer1,https://github.com/kiegroup/kie-wb-common/pull/45/files?diff=split&w=1#diff-2cb118bf3da16cd4a36308f48ccd8c30dd2b04af9abbd0d04581f3805c89e4aaR165,https://github.com/kiegroup/kie-wb-common/pull/45
January,incl_ref_for_test,extract_method_for_override,Reviewer1,https://github.com/kiegroup/kie-wb-common/pull/45/files?diff=split&w=1#diff-2cb118bf3da16cd4a36308f48ccd8c30dd2b04af9abbd0d04581f3805c89e4aaR45,https://github.com/kiegroup/kie-wb-common/pull/45
August,irrelevant,irrelevant,Reviewer1,,https://github.com/rollerderby/scoreboard/pull/90
August,irrelevant,irrelevant,Reviewer1,,https://github.com/ISISComputingGroup/ibex_gui/pull/650
August,irrelevant,irrelevant,Reviewer1,,https://github.com/novoda/download-manager/pull/318
August,irrelevant,irrelevant,Reviewer1,,https://github.com/ome/openmicroscopy/pull/465
August,irrelevant,irrelevant,Reviewer1,,https://github.com/palantir/atlasdb/pull/1959
August,incl_ref_for_test,extract_method_for_invocation,Reviewer1,https://github.com/apache/maven/pull/351/files#diff-47ee27138d1f3dc574d6b9bdb7e15ea07a541336a8bfda4aa050af4272cbf118R121,https://github.com/apache/maven/pull/351
August,incl_ref_for_test,extract_method_for_invocation,Reviewer1,,https://github.com/apache/maven/pull/351
August,only_ref_for_test,extract_class_for_invocation,Reviewer1,https://github.com/firebase/firebase-android-sdk/pull/575/files#diff-c799b7bd21c787536ccf81dc711a82efa061f8dda1896b94af3bc2f2d641ba97R66,https://github.com/firebase/firebase-android-sdk/pull/575
August,only_ref_for_test,extract_method_for_invocation,Reviewer1,https://github.com/bugsnag/bugsnag-android/pull/682/files#diff-ffea83a6d46d36db514a51cd675a8fea9b3779bb079d5739ba65427e26d32c01R159,https://github.com/bugsnag/bugsnag-android/pull/682
August,incl_ref_for_test,extract_method_for_invocation,Reviewer1,https://github.com/ankidroid/Anki-Android/pull/5815/files#diff-76eaf6fee9aa0f3198591dcc660995763061eb0ac958576c81eb22dd509032c5R233,https://github.com/ankidroid/Anki-Android/pull/5815
August,irrelevant,irrelevant,Reviewer1,,https://github.com/getodk/collect/pull/1484
August,only_ref_for_test,extract_method_for_override,Reviewer1,,https://github.com/pentaho/pentaho-platform/pull/3114
August,only_ref_for_test,extract_class_for_override,Reviewer1,https://github.com/getodk/collect/pull/1581/files?diff=split&w=1#diff-0d069a15315643fda966bba2c34be67f0c3a2bc515af3b1bbbb0c1da89644fdaR382,https://github.com/getodk/collect/pull/1581
August,only_ref_for_test,extract_class_for_override,Reviewer1,https://github.com/Nike-Inc/cerberus/pull/23/files?diff=split&w=1#diff-1451ab69a06229b2ebc2fd83622963bbf95bd6faa762b7c098286defd3a21076R40,https://github.com/Nike-Inc/cerberus/pull/23
August,irrelevant,irrelevant,Reviewer1,,https://github.com/aerogear/aerogear-unifiedpush-server/pull/480
August,incl_ref_for_test,extract_class_for_override,Reviewer1,https://github.com/dbfit/dbfit/pull/163/files#diff-decaf779f48a63eeccd63806b9ddd5db783a5bd6fc575343beb46796da209528R20,https://github.com/dbfit/dbfit/pull/163
August,irrelevant,irrelevant,Reviewer1,,https://github.com/AzureAD/microsoft-authentication-library-for-android/pull/473
August,only_ref_for_test,widen_access_for_invocation,Reviewer1,,https://github.com/reactor/reactor-core/pull/9
August,only_ref_for_test,widen_access_for_invocation,Reviewer1,,https://github.com/Azure/azure-event-hubs-java/pull/435
August,only_ref_for_test,other,Reviewer1,https://github.com/getodk/collect/pull/3886/files#diff-79f0075d3235fe2d8d27effc56a95f8289b2b17ed351a15609b1781b6e53a698R41,https://github.com/getodk/collect/pull/3886
August,only_ref_for_test,extract_method_for_override,Reviewer1,,https://github.com/pinpoint-apm/pinpoint/pull/316
August,irrelevant,irrelevant,Reviewer1,,https://github.com/ankidroid/Anki-Android/pull/5054
August,incl_ref_for_test,add_constructor_param,Reviewer1,https://github.com/apache/bookkeeper/pull/2333/files#diff-2824c64a13c57f42fd58dbb382db0ba701e3d56850aaaae1f2e3062c2af0ce35R92,https://github.com/apache/bookkeeper/pull/2333
August,incl_ref_for_test,extract_method_for_invocation,Reviewer1,https://github.com/apache/bookkeeper/pull/2333/files#diff-2824c64a13c57f42fd58dbb382db0ba701e3d56850aaaae1f2e3062c2af0ce35R104,https://github.com/apache/bookkeeper/pull/2333
August,irrelevant,irrelevant,Reviewer1,,https://github.com/pentaho/pentaho-kettle/pull/1541
August,only_ref_for_test,inject_dependency,Reviewer1,none,https://github.com/MovingBlocks/Terasology/pull/2908
August,only_ref_for_test,add_constructor_param,Reviewer1,https://github.com/dropwizard/metrics/pull/116/files#diff-d9a09c3f1b53a8f756911eb0a400d67c59c687791c096cf626b1e2a1b4be74aaR26,https://github.com/dropwizard/metrics/pull/116
August,only_ref_for_test,other,Reviewer1,none relevant,https://github.com/firebase/firebase-android-sdk/pull/347
August,incl_ref_for_test,widen_access_for_invocation,Reviewer1,https://github.com/apache/druid/pull/2102/files?diff=split&w=1#diff-e950e106eae9e2f26999124f3fae7e88634a16107ee35a04069d87fa41ad1826R28,https://github.com/apache/druid/pull/2102
August,incl_ref_for_test,extract_method_for_override,Reviewer1,https://github.com/apache/incubator-heron/pull/536/files#diff-820861ac4ea7086f46317314e8059c00f57b88654a5686ecd12f05ba8c1923fbR83,https://github.com/apache/incubator-heron/pull/536
August,incl_ref_for_test,extract_method_for_override,Reviewer1,https://github.com/apache/incubator-heron/pull/694/files?diff=split&w=1#diff-77f1245f023be9c064b1fcb1e3ceeb1ad11b0225e3cdc46f4e51cfd91fb2360fR151,https://github.com/apache/incubator-heron/pull/694
August,incl_ref_for_test,extract_method_for_override,Reviewer1,https://github.com/apache/rocketmq/pull/198/files?diff=split&w=1#diff-888e25c81c467714bdeb51d54b8e3b952a506af0f7650c79533fbe315fb9ed6eR200,https://github.com/apache/rocketmq/pull/198
August,only_ref_for_test,create_constructor,Reviewer1,https://github.com/dhis2/dhis2-core/pull/2892/files#diff-cae831a7322730eab31218eb7badcf1d4dfaddc53eac0ca2363a8a12e090a75dR85,https://github.com/dhis2/dhis2-core/pull/2892
August,incl_ref_for_test,extract_method_for_override,Reviewer1,https://github.com/GoogleCloudPlatform/cloud-opensource-java/pull/349/files#diff-7c09eed805ddb41c99b57feea50bf5d59b95d17815a84f6a3861452d9b571d04R40,https://github.com/GoogleCloudPlatform/cloud-opensource-java/pull/349
August,incl_ref_for_test,extract_method_for_override,Reviewer1,https://github.com/jchambers/pushy/pull/43/files#diff-19fde06362be0daf2b96f5b5ed361775e6646dd7a1e47875f5cc868966d4a33dR431,https://github.com/jchambers/pushy/pull/43
August,incl_ref_for_test,widen_access_for_override,Reviewer1,https://github.com/OpenRefine/OpenRefine/pull/2839/files#diff-367c88cfad59847336f818d4276255a5c1c23cf155073ae8a5511d8521c3eeeaR59,https://github.com/OpenRefine/OpenRefine/pull/2839
August,only_ref_for_test,extract_method_for_override,Reviewer1,https://github.com/pentaho/pentaho-platform/pull/1449/files#diff-307cfab7ed4f8c91d6d74df4ff65b3ad7743ec0815e0f7985f492b2a0c9c9fa7R118,https://github.com/pentaho/pentaho-platform/pull/1449
August,incl_ref_for_test,extract_attribute_for_assertion,Reviewer1,https://github.com/pentaho/pentaho-platform/pull/1942/files#diff-ba3c1fc9f31c319dc59cb2031cb299d8c97ae74faac94405dd9ff7efa84a3b42R89,https://github.com/pentaho/pentaho-platform/pull/1942
August,incl_ref_for_test,extract_method_for_override,Reviewer1,https://github.com/pinpoint-apm/pinpoint/pull/1082/files?diff=split&w=1#diff-994b13c954de61f3d87f138004e80b5659a4bb0f937604228c1fb5f1d10c3fceR96,https://github.com/pinpoint-apm/pinpoint/pull/1082
August,incl_ref_for_test,widen_access_for_invocation,Reviewer1,https://github.com/telstra/open-kilda/pull/1965/files#diff-30692f9e360e42c107da2d60d08805107767494f36eff9571e02e1be81bc7ff8R382,https://github.com/telstra/open-kilda/pull/1965
August,incl_ref_for_test,widen_access_for_invocation,Reviewer1,https://github.com/telstra/open-kilda/pull/1965/files#diff-adc2471711aa024319d50ff00213918462d33b605e29e95a847bff86c141e4d1R233,https://github.com/telstra/open-kilda/pull/1965
August,incl_ref_for_test,extract_class_for_invocation,Reviewer1,https://github.com/Texera/texera/pull/350/files?diff=split&w=1#diff-89f7a47281c399deaae7428aa78a122a297f46678bab0a145acbe54b09676151R54,https://github.com/Texera/texera/pull/350
August,only_ref_for_test,extract_class_for_invocation,Reviewer1,https://github.com/ConsenSys/tessera/pull/174/files#diff-40082e60499a6b7e3419f1b682c5270007b41c0be507defde4f5e48b76c2ace6R24,https://github.com/ConsenSys/tessera/pull/174
August,only_ref_for_test,extract_method_for_invocation,Reviewer1,https://github.com/dhis2/dhis2-core/pull/1943/files?diff=split&w=1#diff-b9a2fff01cc9cc92d64d4724f0202f72101142947638267e33acc4ec200ee8fbR111,https://github.com/dhis2/dhis2-core/pull/1943
August,only_ref_for_test,extract_method_for_invocation,Reviewer1,https://github.com/GoogleCloudPlatform/google-cloud-eclipse/pull/1969/files?diff=split&w=1#diff-eeb575b530450ac30e8b3cc876ee53da8e03b9a77da6c8765e4f885e85f68da8R59,https://github.com/GoogleCloudPlatform/google-cloud-eclipse/pull/1969
August,incl_ref_for_test,extract_method_for_invocation,Reviewer1,https://github.com/dropwizard/dropwizard/pull/198/files?diff=split&w=1#diff-4c50e118826c32661016badcaa59937026b8c97028a04e05caba220a9e88faa8R26,https://github.com/dropwizard/dropwizard/pull/198
August,incl_ref_for_test,extract_class_for_override,Reviewer1,https://github.com/novoda/download-manager/pull/127/files?diff=split&w=1#diff-329ded0187619d3e5affc60ab6ab837d2a48b4cd951931c6fd7d9e072b026f26R32,https://github.com/novoda/download-manager/pull/127
August,irrelevant,irrelevant,Reviewer1,,https://github.com/pentaho/pentaho-platform/pull/1705
August,irrelevant,irrelevant,Reviewer1,,https://github.com/OpenRefine/OpenRefine/pull/2833
August,irrelevant,irrelevant,Reviewer1,,https://github.com/apache/beam/pull/317
August,irrelevant,irrelevant,Reviewer1,,https://github.com/JabRef/jabref/pull/187
August,irrelevant,irrelevant,Reviewer1,,https://github.com/Alluxio/alluxio/pull/2352
August,irrelevant,irrelevant,Reviewer1,,https://github.com/tmobile/pacbot/pull/275
August,irrelevant,irrelevant,Reviewer1,,https://github.com/molgenis/molgenis/pull/2329
August,irrelevant,irrelevant,Reviewer1,,https://github.com/radixdlt/radixdlt-java/pull/172
August,irrelevant,irrelevant,Reviewer1,,https://github.com/neo4j-contrib/neo4j-apoc-procedures/pull/1348
August,irrelevant,irrelevant,Reviewer1,,https://github.com/apache/storm/pull/2236
August,irrelevant,irrelevant,Reviewer1,,https://github.com/web3j/web3j/pull/39
August,irrelevant,irrelevant,Reviewer1,,https://github.com/rsksmart/rskj/pull/242
August,irrelevant,irrelevant,Reviewer1,,https://github.com/asakusafw/asakusafw/pull/824
August,irrelevant,irrelevant,Reviewer1,,https://github.com/GoogleCloudPlatform/appengine-plugins-core/pull/676
August,irrelevant,irrelevant,Reviewer1,,https://github.com/jmxtrans/jmxtrans/pull/406
August,irrelevant,irrelevant,Reviewer1,,https://github.com/oracle/helidon/pull/1525
August,irrelevant,irrelevant,Reviewer1,,https://github.com/line/armeria/pull/1260
August,irrelevant,irrelevant,Reviewer1,,https://github.com/jmxtrans/jmxtrans/pull/735
August,irrelevant,irrelevant,Reviewer1,,https://github.com/samtools/htsjdk/pull/36
August,irrelevant,irrelevant,Reviewer1,,https://github.com/STAMP-project/dspot/pull/748
August,irrelevant,irrelevant,Reviewer1,,https://github.com/UnionVMS/UVMS-AssetModule-APP/pull/565
August,irrelevant,irrelevant,Reviewer1,,https://github.com/windup/windup/pull/414
August,irrelevant,irrelevant,Reviewer1,,https://github.com/openmrs/openmrs-core/pull/1551
August,irrelevant,irrelevant,Reviewer1,,https://github.com/exonum/exonum-java-binding/pull/140
August,irrelevant,irrelevant,Reviewer1,,https://github.com/TheAlgorithms/Java/pull/754
August,irrelevant,irrelevant,Reviewer1,,https://github.com/checkstyle/checkstyle/pull/3587
August,irrelevant,irrelevant,Reviewer1,,https://github.com/seata/seata/pull/2759
August,irrelevant,irrelevant,Reviewer1,,https://github.com/grpc/grpc-java/pull/2452
August,irrelevant,irrelevant,Reviewer1,,https://github.com/NationalSecurityAgency/datawave/pull/458
August,irrelevant,irrelevant,Reviewer1,,https://github.com/TestFX/TestFX/pull/100
August,irrelevant,irrelevant,Reviewer1,,https://github.com/jcabi/jcabi-http/pull/183
August,irrelevant,irrelevant,Reviewer1,,https://github.com/intuit/karate/pull/1314
August,irrelevant,irrelevant,Reviewer1,,https://github.com/pentaho/pentaho-platform/pull/3677
August,irrelevant,irrelevant,Reviewer1,,https://github.com/Texera/texera/pull/160
August,irrelevant,irrelevant,Reviewer1,,https://github.com/square/okio/pull/257
August,irrelevant,irrelevant,Reviewer1,,https://github.com/SonarSource/sonar-java/pull/189
August,irrelevant,irrelevant,Reviewer1,,https://github.com/bazelbuild/bazel/pull/5094
August,irrelevant,irrelevant,Reviewer1,,https://github.com/yahoo/athenz/pull/46
August,irrelevant,irrelevant,Reviewer1,,https://github.com/line/armeria/pull/1675
August,irrelevant,irrelevant,Reviewer1,,https://github.com/CorfuDB/CorfuDB/pull/1052
August,irrelevant,irrelevant,Reviewer1,,https://github.com/checkstyle/checkstyle/pull/329
August,irrelevant,irrelevant,Reviewer1,,https://github.com/dropwizard/dropwizard/pull/2741
August,irrelevant,irrelevant,Reviewer1,,https://github.com/PegaSysEng/pantheon/pull/809
August,irrelevant,irrelevant,Reviewer1,,https://github.com/bazelbuild/bazel/pull/5334
August,irrelevant,irrelevant,Reviewer1,,https://github.com/cdk/cdk/pull/106
August,irrelevant,irrelevant,Reviewer1,,https://github.com/linkedin/ambry/pull/1566
August,irrelevant,irrelevant,Reviewer1,,https://github.com/GoogleCloudPlatform/appengine-plugins-core/pull/314
August,irrelevant,irrelevant,Reviewer1,,https://github.com/yegor256/takes/pull/507
August,irrelevant,irrelevant,Reviewer1,,https://github.com/apache/shardingsphere/pull/1662
August,irrelevant,irrelevant,Reviewer1,,https://github.com/geoserver/geoserver/pull/1199
August,irrelevant,irrelevant,Reviewer1,,https://github.com/tborzyszkowski/DesignPatterns/pull/180
August,irrelevant,irrelevant,Reviewer1,,https://github.com/scijava/scijava-common/pull/332
August,irrelevant,irrelevant,Reviewer1,,https://github.com/apache/commons-lang/pull/61
August,irrelevant,irrelevant,Reviewer1,,https://github.com/apache/druid/pull/399
August,irrelevant,irrelevant,Reviewer1,,https://github.com/microsoft/appcenter-sdk-android/pull/297
August,irrelevant,irrelevant,Reviewer1,,https://github.com/pinpoint-apm/pinpoint/pull/231
August,irrelevant,irrelevant,Reviewer1,,https://github.com/grpc/grpc-java/pull/5290
August,irrelevant,irrelevant,Reviewer1,,https://github.com/checkstyle/checkstyle/pull/1494
August,irrelevant,irrelevant,Reviewer1,,https://github.com/microsoft/ApplicationInsights-Java/pull/816
August,irrelevant,irrelevant,Reviewer1,,https://github.com/zsmartsystems/com.zsmartsystems.zigbee/pull/472
August,irrelevant,irrelevant,Reviewer1,,https://github.com/palantir/atlasdb/pull/4620
August,irrelevant,irrelevant,Reviewer1,,https://github.com/castorini/anserini/pull/899
August,irrelevant,irrelevant,Reviewer1,,https://github.com/optimizely/android-sdk/pull/189
August,irrelevant,irrelevant,Reviewer1,,https://github.com/enonic/xp/pull/1530
August,irrelevant,irrelevant,Reviewer1,,https://github.com/jenkinsci/jira-plugin/pull/63
August,irrelevant,irrelevant,Reviewer1,,https://github.com/azkaban/azkaban/pull/1056
August,irrelevant,irrelevant,Reviewer1,,https://github.com/tomakehurst/wiremock/pull/577
August,irrelevant,irrelevant,Reviewer1,,https://github.com/geotools/geotools/pull/141
August,irrelevant,irrelevant,Reviewer1,,https://github.com/palantir/atlasdb/pull/4265
August,irrelevant,irrelevant,Reviewer1,,https://github.com/broadinstitute/picard/pull/732
August,irrelevant,irrelevant,Reviewer1,,https://github.com/atlasapi/atlas/pull/358
August,irrelevant,irrelevant,Reviewer1,,https://github.com/apache/maven/pull/363
August,irrelevant,irrelevant,Reviewer1,,https://github.com/tomakehurst/wiremock/pull/320
August,irrelevant,irrelevant,Reviewer1,,https://github.com/hmcts/ethos-repl-docmosis-service/pull/78
August,irrelevant,irrelevant,Reviewer1,,https://github.com/Atmosphere/atmosphere/pull/1221
August,irrelevant,irrelevant,Reviewer1,,https://github.com/pentaho/modeler/pull/283
August,irrelevant,irrelevant,Reviewer1,,https://github.com/GoogleCloudPlatform/google-cloud-eclipse/pull/1862
August,irrelevant,irrelevant,Reviewer1,,https://github.com/azkaban/azkaban/pull/1439
August,irrelevant,irrelevant,Reviewer1,,https://github.com/SmarterApp/RDW_Reporting/pull/1054
August,irrelevant,irrelevant,Reviewer1,,https://github.com/docker-java/docker-java/pull/41
August,irrelevant,irrelevant,Reviewer1,,https://github.com/floodlight/floodlight/pull/160
August,irrelevant,irrelevant,Reviewer1,,https://github.com/ConsenSys/tessera/pull/200
August,irrelevant,irrelevant,Reviewer1,,https://github.com/qos-ch/logback/pull/214
August,irrelevant,irrelevant,Reviewer1,,https://github.com/linkedin/ambry/pull/413
August,irrelevant,irrelevant,Reviewer1,,https://github.com/pinpoint-apm/pinpoint/pull/277
August,irrelevant,irrelevant,Reviewer1,,https://github.com/OpenGamma/Strata/pull/702
August,irrelevant,irrelevant,Reviewer1,,https://github.com/SonarSource/sonar-java/pull/2
August,irrelevant,irrelevant,Reviewer1,,https://github.com/micrometer-metrics/micrometer/pull/1647
August,irrelevant,irrelevant,Reviewer1,,https://github.com/project-sunbird/sunbird-learning-platform/pull/866
August,irrelevant,irrelevant,Reviewer1,,https://github.com/Graylog2/graylog2-server/pull/2529
August,irrelevant,irrelevant,Reviewer1,,https://github.com/matsim-org/matsim-libs/pull/997
August,irrelevant,irrelevant,Reviewer1,,https://github.com/Atmosphere/atmosphere/pull/1781
August,irrelevant,irrelevant,Reviewer1,,https://github.com/square/wire/pull/619
August,irrelevant,irrelevant,Reviewer1,,https://github.com/find-sec-bugs/find-sec-bugs/pull/266
August,irrelevant,irrelevant,Reviewer1,,https://github.com/SonarSource/sonar-java/pull/462
August,irrelevant,irrelevant,Reviewer1,,https://github.com/strimzi/strimzi-kafka-operator/pull/2564
August,irrelevant,irrelevant,Reviewer1,,https://github.com/thorntail/thorntail/pull/246
August,irrelevant,irrelevant,Reviewer1,,https://github.com/grpc/grpc-java/pull/6526
August,irrelevant,irrelevant,Reviewer1,,https://github.com/census-instrumentation/opencensus-java/pull/282
August,irrelevant,irrelevant,Reviewer1,,https://github.com/mybatis/guice/pull/108
August,irrelevant,irrelevant,Reviewer1,,https://github.com/spring-projects/spring-framework/pull/1116
August,irrelevant,irrelevant,Reviewer1,,https://github.com/pentaho/pentaho-platform/pull/1913
